objetivo_clave,objetivo_desc,meta_clave,meta_codigo,meta_desc,indicador_clave,indicador_codigo,indicador_desc,clave_serie,num_registros,tiene_valores,tipo,desglose_geo
ODS0080,Trabajo decente y crecimiento económico,ODS00800135,Meta 8n.3,Inclusión financiera,ODS008001350020,8n.3.1b,"Porcentaje de la población entre 18 y 70 años que tiene una cuenta en un banco u otra institución financiera, por grupos de edad",1778,16,True,Nacional,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800135,Meta 8n.3,Inclusión financiera,ODS008001350030,8n.3.1c,"Porcentaje de la población entre 18 y 70 años que tiene una cuenta en un banco u otra institución financiera, según nivel de escolaridad",1788,24,True,Nacional,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800135,Meta 8n.3,Inclusión financiera,ODS008001350040,8n.3.1d,"Porcentaje de la población entre 18 y 70 años que tiene una cuenta en un banco u otra institución financiera, por región geográfica o tamaño de localidad",1791,36,True,Nacional,Sin desglose geográfico
ODS0080,Trabajo decente y crecimiento económico,ODS00800145,Meta 8n.4,Crecimiento de la productividad laboral,ODS008001450010,8n.4.1,Variación anual del índice global de productividad laboral de la economía,2144,8,True,Nacional,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900003,Meta 9.1.,"Desarrollar infraestructuras fiables, sostenibles, resilientes y de calidad, incluidas infraestructuras regionales y transfronterizas, para apoyar el desarrollo económico y el bienestar humano, haciendo especial hincapié en el acceso asequible y equitativo para todos",ODS009000030015,9.1.1,Proporción de la población rural que vive a menos de 2 km de una carretera transitable todo el año,1204,5006,True,Global,Desglose por entidad federativa y municipio
ODS0090,"Industria, innovación e infraestructura",ODS00900003,Meta 9.1.,"Desarrollar infraestructuras fiables, sostenibles, resilientes y de calidad, incluidas infraestructuras regionales y transfronterizas, para apoyar el desarrollo económico y el bienestar humano, haciendo especial hincapié en el acceso asequible y equitativo para todos",ODS009000030030,9.1.2.a,"Volumen de transporte de pasajeros, desglosado por medio de transporte",1226,15,True,Global,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900003,Meta 9.1.,"Desarrollar infraestructuras fiables, sostenibles, resilientes y de calidad, incluidas infraestructuras regionales y transfronterizas, para apoyar el desarrollo económico y el bienestar humano, haciendo especial hincapié en el acceso asequible y equitativo para todos",ODS009000030040,9.1.2.b,"Volumen de transporte de carga, desglosado por medio de transporte",1231,15,True,Global,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900004,Meta 9.2,"Promover una industrialización inclusiva y sostenible y, de aquí a 2030, aumentar significativamente la contribución de la industria al empleo y al producto interno bruto, de acuerdo con las circunstancias nacionales, y duplicar esa contribución en los países menos adelantados",ODS009000040010,9.2.1.a,Valor agregado por manufactura como proporción del PIB,482,22,True,Global,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900004,Meta 9.2,"Promover una industrialización inclusiva y sostenible y, de aquí a 2030, aumentar significativamente la contribución de la industria al empleo y al producto interno bruto, de acuerdo con las circunstancias nacionales, y duplicar esa contribución en los países menos adelantados",ODS009000040015,9.2.1.b,Valor agregado por manufactura per cápita,847,22,True,Global,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900004,Meta 9.2,"Promover una industrialización inclusiva y sostenible y, de aquí a 2030, aumentar significativamente la contribución de la industria al empleo y al producto interno bruto, de acuerdo con las circunstancias nacionales, y duplicar esa contribución en los países menos adelantados",ODS009000040020,9.2.2,"Ocupación en la manufactura como proporción del empleo total, desglosada por sexo",2291,57,True,Global,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900004,Meta 9.2,"Promover una industrialización inclusiva y sostenible y, de aquí a 2030, aumentar significativamente la contribución de la industria al empleo y al producto interno bruto, de acuerdo con las circunstancias nacionales, y duplicar esa contribución en los países menos adelantados",ODS009000040030,9.2.2(2),"Ocupación en la manufactura como proporción del empleo total, desglosada por sexo (1995-2020)",1810,78,True,Global,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900020,Meta 9.3.,"Aumentar el acceso de las pequeñas industrias y otras empresas, particularmente en los países en desarrollo, a los servicios financieros, incluidos créditos asequibles, y su integración en las cadenas de valor y los mercados",ODS009000200010,9.3.1,Proporción del valor agregado bruto del sector industrial correspondiente a las pequeñas industrias,1916,5,True,Global,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900020,Meta 9.3.,"Aumentar el acceso de las pequeñas industrias y otras empresas, particularmente en los países en desarrollo, a los servicios financieros, incluidos créditos asequibles, y su integración en las cadenas de valor y los mercados",ODS009000200020,9.3.2,Proporción de las pequeñas industrias que han obtenido un préstamo o una línea de crédito,1919,4,True,Global,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900030,Meta 9.4,"De aquí a 2030, modernizar la infraestructura y reconvertir las industrias para que sean sostenibles, utilizando los recursos con mayor eficacia y promoviendo la adopción de tecnologías y procesos industriales limpios y ambientalmente racionales, y logrando que todos los países tomen medidas de acuerdo con sus capacidades respectivas",ODS009000300050,9.4.1,Emisiones de dióxido de carbono total por PIB por paridad de poder de compra,1617,32,True,Global,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900040,Meta 9.5,"Aumentar la investigación científica y mejorar la capacidad tecnológica de los sectores industriales de todos los países, en particular los países en desarrollo, entre otras cosas fomentando la innovación y aumentando considerablemente, de aquí a 2030, el número de personas que trabajan en investigación y desarrollo por millón de habitantes y los gastos de los sectores público y privado en investigación y desarrollo",ODS009000400010,9.5.1,Gasto federal en investigación científica y desarrollo experimental como proporción del PIB,500,14,True,Global,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900040,Meta 9.5,"Aumentar la investigación científica y mejorar la capacidad tecnológica de los sectores industriales de todos los países, en particular los países en desarrollo, entre otras cosas fomentando la innovación y aumentando considerablemente, de aquí a 2030, el número de personas que trabajan en investigación y desarrollo por millón de habitantes y los gastos de los sectores público y privado en investigación y desarrollo",ODS009000400020,9.5.2,Personas investigadoras por millón de habitantes,1893,1287,True,Global,Desglose por entidad federativa
ODS0090,"Industria, innovación e infraestructura",ODS00900070,Meta 9.b.,"Apoyar el desarrollo de tecnologías, la investigación y la innovación nacionales en los países en desarrollo, incluso garantizando un entorno normativo propicio a la diversificación industrial y la adición de valor a los productos básicos, entre otras cosas",ODS009000700020,9.b.1,Proporción del valor añadido por la industria de tecnología mediana y alta en el valor agregado bruto,1613,22,True,Global,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900080,Meta 9.c,Aumentar significativamente el acceso a la tecnología de la información y las comunicaciones y esforzarse por proporcionar acceso universal y asequible a Internet en los países menos adelantados de aquí a 2020,ODS009000800005,9.c.1,"Proporción de la población abarcada por una red móvil, desglosada por tecnología",1905,21,True,Global,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900100,Meta 9n.2,"Fomento del desarrollo tecnológico, investigación e innovación para la industria, con énfasis en el uso por MIPyMEs",ODS009001000010,9n.2.1,Multiplicador del subsidio a la investigación científica y desarrollo experimental financiada por las empresas,1026,8,True,Nacional,Sin desglose geográfico
ODS0090,"Industria, innovación e infraestructura",ODS00900110,Meta 9n.3,"Aumentar la contribución de la micro, pequeña y mediana empresa al empleo y al PIB",ODS009001100010,9n.3.1,"Porcentaje del Personal Ocupado generado por las MIPyMEs (comprende asalariados, no asalariados y empleos suministrados por otra razón social)",1046,165,True,Nacional,Desglose por entidad federativa
ODS0100,Reducción de las desigualdades,ODS01000005,Meta 10.1.,"De aquí a 2030, lograr progresivamente y mantener el crecimiento de los ingresos del 40% más pobre de la población a una tasa superior a la media nacional",ODS010000050010,10.1.1.,"Tasas de crecimiento per cápita de los gastos o ingresos de los hogares del 40% más pobre de la población y la población total , desglosada por sexo, edad, ámbito de residencia, pertenencia étnica y personas con discapacidad",524,66,True,Global,Sin desglose geográfico
ODS0100,Reducción de las desigualdades,ODS01000005,Meta 10.1.,"De aquí a 2030, lograr progresivamente y mantener el crecimiento de los ingresos del 40% más pobre de la población a una tasa superior a la media nacional",ODS010000050020,10.1.1.a,"Tasas de crecimiento per cápita de los gastos o ingresos de los hogares del 40% más pobre de la población y la población total, por desglose geográfico (Entidad federativa)",2172,198,True,Global,Desglose por entidad federativa
ODS0100,Reducción de las desigualdades,ODS01000010,Meta 10.2.,"De aquí a 2030, potenciar y promover la inclusión social, económica y política de todas las personas, independientemente de su edad, sexo, discapacidad, raza, etnia, origen, religión o situación económica u otra condición",ODS010000100010,10.2.1,"Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, desglosada por sexo, edad y personas con discapacidad",1521,44,True,Global,Sin desglose geográfico
ODS0100,Reducción de las desigualdades,ODS01000010,Meta 10.2.,"De aquí a 2030, potenciar y promover la inclusión social, económica y política de todas las personas, independientemente de su edad, sexo, discapacidad, raza, etnia, origen, religión o situación económica u otra condición",ODS010000100020,10.2.1a,"Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, desglosada por sexo, edad y personas con discapacidad, por desglose geográfico (Entidad federativa)",1524,132,True,Global,Desglose por entidad federativa
ODS0100,Reducción de las desigualdades,ODS01000020,Meta 10.3.,"Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados, incluso eliminando las leyes, políticas y prácticas discriminatorias y promoviendo legislaciones, políticas y medidas adecuadas a ese respecto",ODS010000200010,10.3.1.,Proporción de la población que declara haberse sentido personalmente discriminada o acosada en los últimos 12 meses por motivos de discriminación prohibidos por el derecho internacional de los derechos humanos,2007,72,True,Global,Sin desglose geográfico
ODS0100,Reducción de las desigualdades,ODS01000030,Meta 10.4,"Adoptar políticas, especialmente fiscales, salariales y de protección social, y lograr progresivamente una mayor igualdad",ODS010000300010,10.4.1,Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,485,22,True,Global,Sin desglose geográfico
ODS0100,Reducción de las desigualdades,ODS01000030,Meta 10.4,"Adoptar políticas, especialmente fiscales, salariales y de protección social, y lograr progresivamente una mayor igualdad",ODS010000300020,10r.4.1a,Índice de Gini con transferencias,1298,165,True,Regional,Desglose por entidad federativa
ODS0100,Reducción de las desigualdades,ODS01000030,Meta 10.4,"Adoptar políticas, especialmente fiscales, salariales y de protección social, y lograr progresivamente una mayor igualdad",ODS010000300030,10r.4.1b,Índice de Gini sin transferencias,1301,165,True,Regional,Desglose por entidad federativa
ODS0100,Reducción de las desigualdades,ODS01000070,Meta 10n.1,"Lograr un crecimiento económico incluyente, con énfasis en las poblaciones vulnerables. Crecimiento económico de los más pobres",ODS010000700010,10n.1.1,Crecimiento del ingreso corriente de los hogares por deciles,1048,1452,True,Nacional,Desglose por entidad federativa
ODS0100,Reducción de las desigualdades,ODS01000080,Meta 10n.2,"Adoptar políticas, especialmente fiscales, salariales y de protección social, y lograr progresivamente una mayor igualdad de ingresos y de oportunidades",ODS010000800010,10n.2.1,Porcentaje que representa el ingreso de los dos deciles más bajos sobre los dos deciles más altos,1868,165,True,Nacional,Desglose por entidad federativa
ODS0100,Reducción de las desigualdades,ODS01000090,Meta 10n.3,Eliminar la negación de derechos por motivos de orientación sexual,ODS010000900010,10n.3.1,"Porcentaje de la población de 18 años y más, bisexual, gay o lesbiana u otra orientación  que declaró la negación de sus derechos en los últimos cinco años",1060,6,True,Nacional,Sin desglose geográfico
ODS0110,Ciudades y comunidades sostenibles,ODS01100005,Meta 11.1,"De aquí a 2030, asegurar el acceso de todas las personas a viviendas y servicios básicos adecuados, seguros y asequibles y mejorar los barrios marginales",ODS011000050010,11.1.1,Proporción de la población urbana que habita en viviendas precarias,71,37545,True,Global,Desglose por entidad federativa y municipio
ODS0110,Ciudades y comunidades sostenibles,ODS01100010,Meta 11.2.,"De aquí a 2030, proporcionar acceso a sistemas de transporte seguros, asequibles, accesibles y sostenibles para todos y mejorar la seguridad vial, en particular mediante la ampliación del transporte público, prestando especial atención a las necesidades de las personas en situación de vulnerabilidad, las mujeres, los niños, las personas con discapacidad y las personas de edad",ODS011000100010,11.2.1,"Proporción de la población que tiene fácil acceso al transporte público, desglosada por sexo, edad y personas con discapacidad",1379,99,True,Global,Desglose por entidad federativa
ODS0110,Ciudades y comunidades sostenibles,ODS01100010,Meta 11.2.,"De aquí a 2030, proporcionar acceso a sistemas de transporte seguros, asequibles, accesibles y sostenibles para todos y mejorar la seguridad vial, en particular mediante la ampliación del transporte público, prestando especial atención a las necesidades de las personas en situación de vulnerabilidad, las mujeres, los niños, las personas con discapacidad y las personas de edad",ODS011000100020,11r.2.1a,"Tiempo promedio (en minutos) de traslado al trabajo, desglosado por sexo",1625,297,True,Regional,Desglose por entidad federativa
ODS0110,Ciudades y comunidades sostenibles,ODS01100010,Meta 11.2.,"De aquí a 2030, proporcionar acceso a sistemas de transporte seguros, asequibles, accesibles y sostenibles para todos y mejorar la seguridad vial, en particular mediante la ampliación del transporte público, prestando especial atención a las necesidades de las personas en situación de vulnerabilidad, las mujeres, los niños, las personas con discapacidad y las personas de edad",ODS011000100030,11r.2.1b,"Tiempo promedio (en minutos) de traslado al trabajo, desglosado por hablantes de lengua indígena",1630,9,True,Regional,Sin desglose geográfico
ODS0110,Ciudades y comunidades sostenibles,ODS01100010,Meta 11.2.,"De aquí a 2030, proporcionar acceso a sistemas de transporte seguros, asequibles, accesibles y sostenibles para todos y mejorar la seguridad vial, en particular mediante la ampliación del transporte público, prestando especial atención a las necesidades de las personas en situación de vulnerabilidad, las mujeres, los niños, las personas con discapacidad y las personas de edad",ODS011000100040,11r.2.1c,"Tiempo promedio (en minutos) de traslado al trabajo, desagregado por tamaño de localidad",1659,18,True,Regional,Sin desglose geográfico
ODS0110,Ciudades y comunidades sostenibles,ODS01100010,Meta 11.2.,"De aquí a 2030, proporcionar acceso a sistemas de transporte seguros, asequibles, accesibles y sostenibles para todos y mejorar la seguridad vial, en particular mediante la ampliación del transporte público, prestando especial atención a las necesidades de las personas en situación de vulnerabilidad, las mujeres, los niños, las personas con discapacidad y las personas de edad",ODS011000100050,11r.2.1d,"Tiempo promedio (en minutos) de traslado al trabajo, desglosado por grupo de edad",1665,54,True,Regional,Sin desglose geográfico
ODS0110,Ciudades y comunidades sostenibles,ODS01100020,Meta 11.3.,"De aquí a 2030, aumentar la urbanización inclusiva y sostenible y la capacidad para la planificación y la gestión participativas, integradas y sostenibles de los asentamientos humanos en todos los países",ODS011000200010,11.3.1,Relación entre la tasa de consumo de tierras y la tasa de crecimiento de la población,1464,33,True,Global,Desglose por entidad federativa
ODS0110,Ciudades y comunidades sostenibles,ODS01100020,Meta 11.3.,"De aquí a 2030, aumentar la urbanización inclusiva y sostenible y la capacidad para la planificación y la gestión participativas, integradas y sostenibles de los asentamientos humanos en todos los países",ODS011000200020,11.3.2,Proporción de ciudades con una estructura de participación directa de la sociedad civil en la planificación y la gestión urbanas que opera regular y democráticamente,1467,5,True,Global,Sin desglose geográfico
ODS0110,Ciudades y comunidades sostenibles,ODS01100030,Meta 11.4,Redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural del mundo,ODS011000300010,11.4.1,Total de gasto público per cápita en la protección ambiental,1304,19,True,Global,Sin desglose geográfico
ODS0110,Ciudades y comunidades sostenibles,ODS01100040,Meta 11.5,"De aquí a 2030, reducir significativamente el número de muertes causadas por los desastres, incluidos los relacionados con el agua, y de personas afectadas por ellos, y reducir considerablemente las pérdidas económicas directas provocadas por los desastres en comparación con el producto interno bruto mundial, haciendo especial hincapié en la protección de los pobres y las personas en situaciones de vulnerabilidad",ODS011000400010,11.5.1,"Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",990,25,True,Global,Sin desglose geográfico
ODS0110,Ciudades y comunidades sostenibles,ODS01100050,Meta 11.6.,"De aquí a 2030, reducir el impacto ambiental negativo per cápita de las ciudades, incluso prestando especial atención a la calidad del aire y la gestión de los desechos municipales y de otro tipo",ODS011000500010,11.6.1.a,Porcentaje de residuos sólidos urbanos recolectados con disposición final adecuada,1224,6,True,Global,Sin desglose geográfico
ODS0110,Ciudades y comunidades sostenibles,ODS01100050,Meta 11.6.,"De aquí a 2030, reducir el impacto ambiental negativo per cápita de las ciudades, incluso prestando especial atención a la calidad del aire y la gestión de los desechos municipales y de otro tipo",ODS011000500020,11.6.2.a,Niveles medios anuales de partículas suspendidas (PM<sub>2.5</sub>) en las ciudades (ponderado por la población),2039,3,True,Global,Sin desglose geográfico
ODS0110,Ciudades y comunidades sostenibles,ODS01100050,Meta 11.6.,"De aquí a 2030, reducir el impacto ambiental negativo per cápita de las ciudades, incluso prestando especial atención a la calidad del aire y la gestión de los desechos municipales y de otro tipo",ODS011000500030,11.6.2.b,Niveles medios anuales de partículas suspendidas (PM<sub>10</sub>) en las ciudades (ponderado por la población),2042,3,True,Global,Sin desglose geográfico
ODS0110,Ciudades y comunidades sostenibles,ODS01100060,Meta 11.7.,"De aquí a 2030, proporcionar acceso universal a zonas verdes y espacios públicos seguros, inclusivos y accesibles, en particular para las mujeres y los niños, las personas de edad y las personas con discapacidad",ODS011000600010,11.7.1.,Proporción media de la superficie edificada de las ciudades que se dedica a espacios abiertos para uso público de todos,1824,33,True,Global,Desglose por entidad federativa
ODS0110,Ciudades y comunidades sostenibles,ODS01100080,Meta 11n.1,"Acceso efectivo de las personas a viviendas y servicios básicos bajo una perspectiva de derechos, adecuados, seguros y asequibles con énfasis en los grupos en desventaja",ODS011000800010,11n.1.1,Porcentaje de viviendas en rezago habitacional,1352,5006,True,Nacional,Desglose por entidad federativa y municipio
ODS0110,Ciudades y comunidades sostenibles,ODS01100090,Meta 11n.2,"Reducir el impacto ambiental de las ciudades promoviendo la movilidad sustentable, la cultura vial, mejorando la calidad del aire y asegurando las áreas verdes por densidad de población y acceso público",ODS011000900010,11n.2.1,Superficie de áreas verdes urbanas per cápita,1028,33,True,Nacional,Desglose por entidad federativa
ODS0120,Producción y consumo responsables,ODS01200020,Meta 12.2,"De aquí a 2030, lograr la gestión sostenible y el uso eficiente de los recursos naturales",ODS012000200010,12.2.2.a,Consumo material interno en términos absolutos,1967,110,True,Global,Sin desglose geográfico
ODS0120,Producción y consumo responsables,ODS01200020,Meta 12.2,"De aquí a 2030, lograr la gestión sostenible y el uso eficiente de los recursos naturales",ODS012000200020,12.2.2.b,Consumo material interno per cápita,1910,110,True,Global,Sin desglose geográfico
ODS0120,Producción y consumo responsables,ODS01200020,Meta 12.2,"De aquí a 2030, lograr la gestión sostenible y el uso eficiente de los recursos naturales",ODS012000200030,12.2.2.c,Consumo material interno por PIB,1974,110,True,Global,Sin desglose geográfico
ODS0120,Producción y consumo responsables,ODS01200050,Meta 12.5,"De aquí a 2030, reducir considerablemente la generación de desechos mediante actividades de prevención, reducción, reciclado y reutilización",ODS012000500010,12.5.1.a,Porcentaje de residuos sólidos urbanos recolectados reciclables,1225,6,True,Global,Sin desglose geográfico
ODS0120,Producción y consumo responsables,ODS01200050,Meta 12.5,"De aquí a 2030, reducir considerablemente la generación de desechos mediante actividades de prevención, reducción, reciclado y reutilización",ODS012000500020,12r.5.1.a,Proporción de residuos sólidos urbanos recolectados de manera selectiva respecto del total de residuos sólidos urbanos recolectados,1922,231,True,Regional,Desglose por entidad federativa
ODS0120,Producción y consumo responsables,ODS01200100,Meta 12.b.,"Elaborar y aplicar instrumentos para vigilar los efectos en el desarrollo sostenible, a fin de lograr un turismo sostenible que cree puestos de trabajo y promueva la cultura y los productos locales",ODS012001000010,12.b.1,Implementación de herramientas contables estándar para supervisar los aspectos económicos y ambientales de la sostenibilidad del turismo,1456,22,True,Global,Sin desglose geográfico
ODS0120,Producción y consumo responsables,ODS01200120,Meta 12n.1,"Impulsar la Economía circular, en las cadenas productivas y de consumo, entendida como el rediseño de productos y servicios para disminuir desechos al final de la vida útil de los mismos y desde una perspectiva de valor compartido",ODS012001200010,12n.1.1,Porcentaje de municipios con disposición adecuada de residuos sólidos urbanos,1029,6,True,Nacional,Sin desglose geográfico
ODS0120,Producción y consumo responsables,ODS01200130,Meta 12n.2,Promover el aprovechamiento sustentable de los recursos naturales,ODS012001300010,12n.2.1,Uso de fertilizante fosfatados (Kg/Ha),1030,11,True,Nacional,Sin desglose geográfico
ODS0130,Acción por el clima,ODS01300005,Meta 13.1,Fortalecer la resiliencia y la capacidad de adaptación a los riesgos relacionados con el clima y los desastres naturales en todos los países,ODS013000050010,13.1.1,"Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",990,25,True,Global,Sin desglose geográfico
ODS0130,Acción por el clima,ODS01300005,Meta 13.1,Fortalecer la resiliencia y la capacidad de adaptación a los riesgos relacionados con el clima y los desastres naturales en todos los países,ODS013000050020,13r.1.1,"Ocurrencia de eventos naturales extremos y desastres, desglosada por tipo",1925,25,True,Regional,Sin desglose geográfico
ODS0130,Acción por el clima,ODS01300006,Meta 13.3,"Mejorar la educación, la sensibilización y la capacidad humana e institucional sobre la mitigación del cambio climático, la adaptación, la reducción del impacto y la alerta temprana",ODS013000060010,13r.3.1,"Emisiones de gases de efecto invernadero, desglosadas por sector (actividad económica)",1781,150,True,Regional,Sin desglose geográfico
ODS0130,Acción por el clima,ODS01300010,Meta 13n.1,Promover acciones de resiliencia y adaptación a riesgos relacionados con el clima y desastres naturales. Incrementar las capacidades de los municipios para mitigar las condiciones de exposición y vulnerabilidad a los fenómenos extremos relacionados con el clima,ODS013000100010,13n.1.1.a,Excedencia Anual Acumulada Promedio de Partículas PM<sub>2.5</sub> respecto del nivel crítico de protección a la salud,2045,6,True,Nacional,Sin desglose geográfico
ODS0130,Acción por el clima,ODS01300010,Meta 13n.1,Promover acciones de resiliencia y adaptación a riesgos relacionados con el clima y desastres naturales. Incrementar las capacidades de los municipios para mitigar las condiciones de exposición y vulnerabilidad a los fenómenos extremos relacionados con el clima,ODS013000100015,13n.1.1.b,Excedencia Anual Acumulada Promedio de Ozono(O<sub>3</sub>) respecto del nivel crítico de protección a la salud,2050,6,True,Nacional,Sin desglose geográfico
ODS0130,Acción por el clima,ODS01300010,Meta 13n.1,Promover acciones de resiliencia y adaptación a riesgos relacionados con el clima y desastres naturales. Incrementar las capacidades de los municipios para mitigar las condiciones de exposición y vulnerabilidad a los fenómenos extremos relacionados con el clima,ODS013000100020,13n.1.2,Fortalecimiento de capacidades adaptativas de los municipios para responder al cambio climático,2082,3,True,Nacional,Sin desglose geográfico
ODS0130,Acción por el clima,ODS01300020,Meta 13n.2,"Reducción de Gases de Efecto Invernadero (GEI), fomentando la reducción de emisiones en los sectores productivos",ODS013000200010,13n.2.1,Intensidad de carbono por la quema de combustibles fósiles,1031,32,True,Nacional,Sin desglose geográfico
ODS0140,Vida submarina,ODS01400020,Meta 14.2.,"De aquí a 2020, gestionar y proteger sosteniblemente los ecosistemas marinos y costeros para evitar efectos adversos importantes, incluso fortaleciendo su resiliencia, y adoptar medidas para restaurarlos a fin de restablecer la salud y la productividad de los océanos",ODS014000200020,14r.2,Área de manglares,1602,15,True,Regional,Sin desglose geográfico
ODS0140,Vida submarina,ODS01400050,Meta 14.5,"De aquí a 2020, conservar al menos el 10% de las zonas costeras y marinas, de conformidad con las leyes nacionales y el derecho internacional y sobre la base de la mejor información científica disponible",ODS014000500010,14.5.1,Cobertura de las zonas protegidas en relación con las zonas marinas,1552,32,True,Global,Sin desglose geográfico
ODS0140,Vida submarina,ODS01400050,Meta 14.5,"De aquí a 2020, conservar al menos el 10% de las zonas costeras y marinas, de conformidad con las leyes nacionales y el derecho internacional y sobre la base de la mejor información científica disponible",ODS014000500020,14r.5.1,Cobertura de las zonas protegidas en relación con las zonas marinas,1555,32,True,Regional,Sin desglose geográfico
ODS0140,Vida submarina,ODS01400080,Meta 14.a,"Aumentar los conocimientos científicos, desarrollar la capacidad de investigación y transferir tecnología marina, teniendo en cuenta los Criterios y Directrices para la Transferencia de Tecnología Marina de la Comisión Oceanográfica Intergubernamental, a fin de mejorar la salud de los océanos y potenciar la contribución de la biodiversidad marina al desarrollo de los países en desarrollo, en particular los pequeños Estados insulares en desarrollo y los países menos adelantados",ODS014000800010,14.a.1,Proporción del Presupuesto Federal para Investigación Científica y Desarrollo Experimental asignado a la Secretaría de Marina,1211,19,True,Global,Sin desglose geográfico
ODS0150,Vida de ecosistemas terrestres,ODS01500005,Meta 15.1,"De aquí a 2020, asegurar la conservación, el restablecimiento y el uso sostenible de los ecosistemas terrestres y los ecosistemas interiores de agua dulce y sus servicios, en particular los bosques, los humedales, las montañas y las zonas áridas, en consonancia con las obligaciones contraídas en virtud de acuerdos internacionales",ODS015000050010,15.1.1,Superficie forestal como proporción de la superficie total,449,15,True,Global,Sin desglose geográfico
ODS0150,Vida de ecosistemas terrestres,ODS01500005,Meta 15.1,"De aquí a 2020, asegurar la conservación, el restablecimiento y el uso sostenible de los ecosistemas terrestres y los ecosistemas interiores de agua dulce y sus servicios, en particular los bosques, los humedales, las montañas y las zonas áridas, en consonancia con las obligaciones contraídas en virtud de acuerdos internacionales",ODS015000050020,15.1.2,"Proporción de lugares importantes para la diversidad biológica terrestre y del agua dulce que forman parte de zonas protegidas, desglosada por tipo de ecosistema",1995,31,True,Global,Sin desglose geográfico
ODS0150,Vida de ecosistemas terrestres,ODS01500005,Meta 15.1,"De aquí a 2020, asegurar la conservación, el restablecimiento y el uso sostenible de los ecosistemas terrestres y los ecosistemas interiores de agua dulce y sus servicios, en particular los bosques, los humedales, las montañas y las zonas áridas, en consonancia con las obligaciones contraídas en virtud de acuerdos internacionales",ODS015000050030,15r.1a,Cobertura de las zonas terrestres protegidas en relación con el territorio terrestre,1992,32,True,Regional,Sin desglose geográfico
ODS0150,Vida de ecosistemas terrestres,ODS01500005,Meta 15.1,"De aquí a 2020, asegurar la conservación, el restablecimiento y el uso sostenible de los ecosistemas terrestres y los ecosistemas interiores de agua dulce y sus servicios, en particular los bosques, los humedales, las montañas y las zonas áridas, en consonancia con las obligaciones contraídas en virtud de acuerdos internacionales",ODS015000050040,15r.1b,"Área de humedales incluidos en la Convención relativa a los Humedales de Importancia Internacional, especialmente como Hábitat de Aves Acuáticas (Convención de Ramsar)",1861,39,True,Regional,Sin desglose geográfico
ODS0150,Vida de ecosistemas terrestres,ODS01500030,Meta 15.4.,"De aquí a 2030, asegurar la conservación de los ecosistemas montañosos, incluida su diversidad biológica, a fin de mejorar su capacidad de proporcionar beneficios esenciales para el desarrollo sostenible",ODS015000300010,15.4.1,Lugares importantes para la biodiversidad de las montañas incluidos en zonas protegidas,1853,26,True,Global,Sin desglose geográfico
ODS0150,Vida de ecosistemas terrestres,ODS01500030,Meta 15.4.,"De aquí a 2030, asegurar la conservación de los ecosistemas montañosos, incluida su diversidad biológica, a fin de mejorar su capacidad de proporcionar beneficios esenciales para el desarrollo sostenible",ODS015000300020,15.4.2.,Índice de cobertura verde de las montañas,906,1,True,Global,Sin desglose geográfico
ODS0150,Vida de ecosistemas terrestres,ODS01500040,Meta 15.5,"Adoptar medidas urgentes y significativas para reducir la degradación de los hábitats naturales, detener la pérdida de biodiversidad y, de aquí a 2020, proteger las especies amenazadas y evitar su extinción",ODS015000400010,15.5.1,Proporción de especies en peligro de extinción,1899,154,True,Global,Sin desglose geográfico
ODS0150,Vida de ecosistemas terrestres,ODS01500070,Meta 15n.1,"Reducir la pérdida y degradación de los hábitats naturales, promover su recuperación y proteger las especies en alguna categoría de riesgo para evitar su extinción",ODS015000700010,15n.1.1,"Porcentaje de ANP terrestres que incrementan o mantienen su superficie con cobertura vegetal, o que presentan pérdidas menores al 5%",1867,1,True,Nacional,Sin desglose geográfico
